Freq(Hz),S21(DB),S21(DEG),"""a1,1""(DB)","""a1,1""(DEG)","""b2,1""(DB)","""b2,1""(DEG)"
4430000000,-44.29467,-147.00328,16.22493,-55.17548,-28.06974,157.82124
4435000000,-43.542194,177.86209,16.223104,-55.639645,-27.319088,122.22244
4440000000,-43.811096,118.48175,16.221083,-56.071728,-27.590015,62.410023
4445000000,-44.482075,56.525661,16.220251,-56.586235,-28.261822,-0.060575828
4450000000,-50.768055,9.1524925,16.213978,-56.835953,-34.554077,-47.68346
4455000000,-52.996456,50.781746,16.204212,-57.414238,-36.792244,-6.6324892
4460000000,-55.373528,-18.888922,16.202623,-57.833679,-39.170906,-76.722603
4465000000,-68.829292,174.30852,16.2059,-58.17757,-52.623394,116.13095
4470000000,-47.889122,80.003532,16.19857,-58.645187,-31.69055,21.358349
4475000000,-43.309998,27.660543,16.190004,-58.821255,-27.119991,-31.160709
4480000000,-42.160587,-32.836388,16.178644,-59.390476,-25.981943,-92.22686
4485000000,-45.777161,-69.734505,16.185102,-59.775459,-29.592056,-129.50996
4490000000,-46.143364,-76.09436,16.185406,-60.294186,-29.95796,-136.38853
4495000000,-45.651245,-99.087463,16.181761,-60.672081,-29.469482,-159.75954
4500000000,-46.516636,-109.33913,16.179279,-60.830471,-30.337358,-170.1696
4505000000,-43.770451,-137.87199,16.174381,-61.478855,-27.596073,160.64914
4510000000,-47.658821,-169.51695,16.171778,-61.859787,-31.487041,128.62328
4515000000,-43.647621,162.64687,16.170694,-62.291851,-27.476925,100.35502
4520000000,-50.173145,136.88208,16.174072,-62.643066,-33.999077,74.239014
4525000000,-48.65807,113.81087,16.176285,-62.939503,-32.481789,50.871376
4530000000,-56.854858,62.829735,16.179899,-63.473694,-40.674961,-0.64395607
4535000000,-51.695721,133.48138,16.178127,-63.927292,-35.51759,69.5541
4540000000,-55.847973,88.037437,16.188251,-64.30629,-39.659721,23.731152
4545000000,-57.63179,18.673035,16.202826,-64.728607,-41.428963,-46.055573
4550000000,-57.444839,144.89816,16.215698,-65.057869,-41.229141,79.840294
4555000000,-53.47065,82.790886,16.225372,-65.643585,-37.245277,17.147301
4560000000,-53.478184,67.810638,16.230604,-66.064545,-37.247578,1.7460922
4565000000,-45.960423,28.369658,16.243916,-66.484505,-29.716505,-38.114841
4570000000,-46.680759,-8.1497011,16.264254,-66.968208,-30.416506,-75.117912
4575000000,-43.881649,-20.068159,16.274088,-67.331154,-27.607559,-87.399315
4580000000,-41.040051,-79.72628,16.29966,-67.996696,-24.740391,-147.72298
4585000000,-43.958542,-122.50469,16.313202,-68.372154,-27.645338,169.12317
4590000000,-43.098808,-151.17677,16.326231,-68.860619,-26.772577,139.96262
4595000000,-45.581692,166.95897,16.33856,-69.417488,-29.243132,97.541481
